Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2024-11-12 16:37:19,"Ben/Rygg",50m,"Hip Thrust (Barbell)",3,70.0,8,0,0,,,
2024-11-12 16:37:19,"Ben/Rygg",50m,"Hip Thrust (Barbell)",4,70.0,8,0,0,,,
2024-11-14 16:02:24,"Överkropp",45m,"Bench Press (Dumbbell)",1,7.5,10,0,0,"","",
2024-11-14 16:02:24,"Överkropp",45m,"Bench Press (Dumbbell)",2,9.0,10,0,0,,,
2024-11-14 16:02:24,"Överkropp",45m,"Bench Press (Dumbbell)",3,10.0,11,0,0,,,
2024-11-14 16:02:24,"Överkropp",45m,"Bench Press (Dumbbell)",4,10.0,11,0,0,,,
2024-11-14 16:02:24,"Överkropp",45m,"Bench Press (Dumbbell)",5,10.0,11,0,0,,,
2024-11-14 16:02:24,"Överkropp",45m,"Lat Pulldown (Cable)",1,16.5,10,0,0,"",,
2024-11-14 16:02:24,"Överkropp",45m,"Lat Pulldown (Cable)",2,20.0,10,0,0,,,
2024-11-14 16:02:24,"Överkropp",45m,"Lat Pulldown (Cable)",3,20.0,10,0,0,,,
2024-11-14 16:02:24,"Överkropp",45m,"Lat Pulldown (Cable)",4,20.0,9,0,0,,,
2024-11-14 16:02:24,"Överkropp",45m,"Incline Row (Dumbbell)",1,8.0,10,0,0,"",,
2024-11-14 16:02:24,"Överkropp",45m,"Incline Row (Dumbbell)",2,10.0,8,0,0,,,
2024-11-14 16:02:24,"Överkropp",45m,"Incline Row (Dumbbell)",3,10.0,8,0,0,,,
2024-11-14 16:02:24,"Överkropp",45m,"Incline Row (Dumbbell)",4,10.0,8,0,0,,,
2024-11-14 16:02:24,"Överkropp",45m,"Bicep Curl (Dumbbell)",1,8.0,8,0,0,"",,
2024-11-14 16:02:24,"Överkropp",45m,"Bicep Curl (Dumbbell)",2,8.0,9,0,0,,,
2024-11-14 16:02:24,"Överkropp",45m,"Bicep Curl (Dumbbell)",3,8.0,9,0,0,,,
2024-11-14 16:02:24,"Överkropp",45m,"Lateral Raise (Dumbbell)",1,4.0,8,0,0,"",,
2024-11-14 16:02:24,"Överkropp",45m,"Lateral Raise (Dumbbell)",2,4.0,8,0,0,,,
2024-11-14 16:02:24,"Överkropp",45m,"Lateral Raise (Dumbbell)",3,3.0,12,0,0,,,
2024-11-16 13:08:25,"Ben/Rygg 2",54m,"Stairclimber",1,0,0,20.0,405,"","",
2024-11-16 13:08:25,"Ben/Rygg 2",54m,"Romanian Deadlift (Dumbbell)",1,30.0,10,0,0,"",,
2024-11-16 13:08:25,"Ben/Rygg 2",54m,"Romanian Deadlift (Dumbbell)",2,40.0,10,0,0,,,
2024-11-16 13:08:25,"Ben/Rygg 2",54m,"Romanian Deadlift (Dumbbell)",3,50.0,7,0,0,,,
2024-11-16 13:08:25,"Ben/Rygg 2",54m,"Romanian Deadlift (Dumbbell)",4,50.0,8,0,0,,,
2024-11-16 13:08:25,"Ben/Rygg 2",54m,"Romanian Deadlift (Dumbbell)",5,50.0,8,0,0,,,
2024-11-16 13:08:25,"Ben/Rygg 2",54m,"Leg Press",1,50.0,10,0,0,"",,
2024-11-16 13:08:25,"Ben/Rygg 2",54m,"Leg Press",2,60.0,10,0,0,,,
2024-11-16 13:08:25,"Ben/Rygg 2",54m,"Leg Press",3,65.0,7,0,0,,,
2024-11-16 13:08:25,"Ben/Rygg 2",54m,"Leg Press",4,65.0,8,0,0,,,
2024-11-16 13:08:25,"Ben/Rygg 2",54m,"Hip Thrust (Barbell)",1,60.0,10,0,0,"",,
2024-11-16 13:08:25,"Ben/Rygg 2",54m,"Hip Thrust (Barbell)",2,70.0,10,0,0,,,
2024-11-16 13:08:25,"Ben/Rygg 2",54m,"Hip Thrust (Barbell)",3,70.0,10,0,0,,,
2024-11-16 13:08:25,"Ben/Rygg 2",54m,"Hip Thrust (Barbell)",4,70.0,9,0,0,,,
2024-11-19 16:28:49,"Ben/Rygg",47h 36m,"Deadlift (Barbell)",1,20.0,10,0,0,"","",
2024-11-19 16:28:49,"Ben/Rygg",47h 36m,"Deadlift (Barbell)",2,50.0,9,0,0,,,
2024-11-19 16:28:49,"Ben/Rygg",47h 36m,"Deadlift (Barbell)",3,60.0,7,0,0,,,
2024-11-19 16:28:49,"Ben/Rygg",47h 36m,"Deadlift (Barbell)",4,60.0,8,0,0,,,
2024-11-19 16:28:49,"Ben/Rygg",47h 36m,"Deadlift (Barbell)",5,60.0,7,0,0,,,
2024-11-19 16:28:49,"Ben/Rygg",47h 36m,"Leg Extension (Machine)",1,35.0,10,0,0,"",,
2024-11-19 16:28:49,"Ben/Rygg",47h 36m,"Leg Extension (Machine)",2,40.0,8,0,0,,,
2024-11-19 16:28:49,"Ben/Rygg",47h 36m,"Leg Extension (Machine)",3,40.0,8,0,0,,,
2024-11-19 16:28:49,"Ben/Rygg",47h 36m,"Leg Extension (Machine)",4,40.0,8,0,0,,,
2024-11-19 16:28:49,"Ben/Rygg",47h 36m,"Bulgarian Split Squat",1,30.0,8,0,0,"",,
2024-11-19 16:28:49,"Ben/Rygg",47h 36m,"Bulgarian Split Squat",2,30.0,8,0,0,,,
2024-11-19 16:28:49,"Ben/Rygg",47h 36m,"Bulgarian Split Squat",3,30.0,8,0,0,,,
2024-11-19 16:28:49,"Ben/Rygg",47h 36m,"Glute Kickback (Machine)",1,10.0,10,0,0,"",,
2024-11-19 16:28:49,"Ben/Rygg",47h 36m,"Glute Kickback (Machine)",2,12.5,10,0,0,,,
2024-11-19 16:28:49,"Ben/Rygg",47h 36m,"Glute Kickback (Machine)",3,12.5,10,0,0,,,
2024-11-21 16:05:48,"Överkropp",45m,"Bench Press (Dumbbell)",1,8.0,10,0,0,"","",
2024-11-21 16:05:48,"Överkropp",45m,"Bench Press (Dumbbell)",2,10.0,10,0,0,,,
2024-11-21 16:05:48,"Överkropp",45m,"Bench Press (Dumbbell)",3,12.5,6,0,0,,,
2024-11-21 16:05:48,"Överkropp",45m,"Bench Press (Dumbbell)",4,10.0,12,0,0,,,
2024-11-21 16:05:48,"Överkropp",45m,"Bench Press (Dumbbell)",5,10.0,11,0,0,,,
2024-11-21 16:05:48,"Överkropp",45m,"Lat Pulldown (Cable)",1,17.25,10,0,0,"",,
2024-11-21 16:05:48,"Överkropp",45m,"Lat Pulldown (Cable)",2,21.25,6,0,0,,,
2024-11-21 16:05:48,"Överkropp",45m,"Lat Pulldown (Cable)",3,21.25,7,0,0,,,
2024-11-21 16:05:48,"Överkropp",45m,"Lat Pulldown (Cable)",4,21.25,7,0,0,,,
2024-11-21 16:05:48,"Överkropp",45m,"Seated Row (Machine)",1,40.0,10,0,0,"",,
2024-11-21 16:05:48,"Överkropp",45m,"Seated Row (Machine)",2,50.0,8,0,0,,,
2024-11-21 16:05:48,"Överkropp",45m,"Seated Row (Machine)",3,50.0,7,0,0,,,
2024-11-21 16:05:48,"Överkropp",45m,"Seated Row (Machine)",4,50.0,8,0,0,,,
2024-11-21 16:05:48,"Överkropp",45m,"Bicep Curl (Dumbbell)",1,8.0,10,0,0,"",,
2024-11-21 16:05:48,"Överkropp",45m,"Bicep Curl (Dumbbell)",2,8.0,9,0,0,,,
2024-11-21 16:05:48,"Överkropp",45m,"Bicep Curl (Dumbbell)",3,8.0,9,0,0,,,
2024-11-21 16:05:48,"Överkropp",45m,"Lateral Raise (Dumbbell)",1,3.0,14,0,0,"",,
2024-11-21 16:05:48,"Överkropp",45m,"Lateral Raise (Dumbbell)",2,3.0,12,0,0,,,
2024-11-21 16:05:48,"Överkropp",45m,"Lateral Raise (Dumbbell)",3,3.0,12,0,0,,,
2024-11-25 15:51:13,"Ben/Rygg",48m,"Deadlift (Barbell)",1,20.0,10,0,0,"","",
2024-11-25 15:51:13,"Ben/Rygg",48m,"Deadlift (Barbell)",2,50.0,10,0,0,,,
2024-11-25 15:51:13,"Ben/Rygg",48m,"Deadlift (Barbell)",3,60.0,8,0,0,,,
2024-11-25 15:51:13,"Ben/Rygg",48m,"Deadlift (Barbell)",4,60.0,7,0,0,,,
2024-11-25 15:51:13,"Ben/Rygg",48m,"Deadlift (Barbell)",5,60.0,7,0,0,,,
2024-11-25 15:51:13,"Ben/Rygg",48m,"Leg Extension (Machine)",1,35.0,10,0,0,"",,
2024-11-25 15:51:13,"Ben/Rygg",48m,"Leg Extension (Machine)",2,40.0,8,0,0,,,
2024-11-25 15:51:13,"Ben/Rygg",48m,"Leg Extension (Machine)",3,40.0,8,0,0,,,
2024-11-25 15:51:13,"Ben/Rygg",48m,"Leg Extension (Machine)",4,40.0,8,0,0,,,
2024-11-25 15:51:13,"Ben/Rygg",48m,"Bulgarian Split Squat",1,30.0,8,0,0,"",,
2024-11-25 15:51:13,"Ben/Rygg",48m,"Bulgarian Split Squat",2,30.0,8,0,0,,,
2024-11-25 15:51:13,"Ben/Rygg",48m,"Bulgarian Split Squat",3,30.0,8,0,0,,,
2024-11-25 15:51:13,"Ben/Rygg",48m,"Hip Thrust (Barbell)",1,60.0,10,0,0,"",,
2024-11-25 15:51:13,"Ben/Rygg",48m,"Hip Thrust (Barbell)",2,70.0,9,0,0,,,
2024-11-25 15:51:13,"Ben/Rygg",48m,"Hip Thrust (Barbell)",3,70.0,9,0,0,,,
2024-11-25 15:51:13,"Ben/Rygg",48m,"Hip Thrust (Barbell)",4,70.0,9,0,0,,,
2024-11-27 11:17:17,"Överkropp",53m,"Bench Press (Dumbbell)",1,8.0,10,0,0,"","",
2024-11-27 11:17:17,"Överkropp",53m,"Bench Press (Dumbbell)",2,9.0,10,0,0,,,
2024-11-27 11:17:17,"Överkropp",53m,"Bench Press (Dumbbell)",3,10.0,13,0,0,,,
2024-11-27 11:17:17,"Överkropp",53m,"Bench Press (Dumbbell)",4,10.0,13,0,0,,,
2024-11-27 11:17:17,"Överkropp",53m,"Bench Press (Dumbbell)",5,10.0,12,0,0,,,
2024-11-27 11:17:17,"Överkropp",53m,"Lat Pulldown (Cable)",1,17.25,10,0,0,"",,
2024-11-27 11:17:17,"Överkropp",53m,"Lat Pulldown (Cable)",2,21.25,7,0,0,,,
2024-11-27 11:17:17,"Överkropp",53m,"Lat Pulldown (Cable)",3,21.25,7,0,0,,,
2024-11-27 11:17:17,"Överkropp",53m,"Lat Pulldown (Cable)",4,21.25,7,0,0,,,
2024-11-27 11:17:17,"Överkropp",53m,"Seated Row (Machine)",1,40.0,10,0,0,"",,
2024-11-27 11:17:17,"Överkropp",53m,"Seated Row (Machine)",2,50.0,8,0,0,,,
2024-11-27 11:17:17,"Överkropp",53m,"Seated Row (Machine)",3,50.0,9,0,0,,,
2024-11-27 11:17:17,"Överkropp",53m,"Seated Row (Machine)",4,50.0,8,0,0,,,
2024-11-27 11:17:17,"Överkropp",53m,"Bicep Curl (Dumbbell)",1,8.0,10,0,0,"",,
2024-11-27 11:17:17,"Överkropp",53m,"Bicep Curl (Dumbbell)",2,8.0,10,0,0,,,
2024-11-27 11:17:17,"Överkropp",53m,"Bicep Curl (Dumbbell)",3,8.0,9,0,0,,,
2024-11-27 11:17:17,"Överkropp",53m,"Lateral Raise (Dumbbell)",1,3.0,15,0,0,"",,
2024-11-27 11:17:17,"Överkropp",53m,"Lateral Raise (Dumbbell)",2,3.0,13,0,0,,,
2024-11-27 11:17:17,"Överkropp",53m,"Lateral Raise (Dumbbell)",3,3.0,14,0,0,,,
2024-11-29 15:08:20,"Ben/Rygg 2",52m,"Stairclimber",1,0,0,20.0,400,"","",
2024-11-29 15:08:20,"Ben/Rygg 2",52m,"Romanian Deadlift (Dumbbell)",1,30.0,10,0,0,"",,
2024-11-29 15:08:20,"Ben/Rygg 2",52m,"Romanian Deadlift (Dumbbell)",2,40.0,10,0,0,,,
2024-11-29 15:08:20,"Ben/Rygg 2",52m,"Romanian Deadlift (Dumbbell)",3,50.0,7,0,0,,,
2024-11-29 15:08:20,"Ben/Rygg 2",52m,"Romanian Deadlift (Dumbbell)",4,50.0,8,0,0,,,
2024-11-29 15:08:20,"Ben/Rygg 2",52m,"Romanian Deadlift (Dumbbell)",5,50.0,8,0,0,,,
2024-11-29 15:08:20,"Ben/Rygg 2",52m,"Leg Press",1,55.0,10,0,0,"",,
2024-11-29 15:08:20,"Ben/Rygg 2",52m,"Leg Press",2,65.0,8,0,0,,,
2024-11-29 15:08:20,"Ben/Rygg 2",52m,"Leg Press",3,65.0,8,0,0,,,
2024-11-29 15:08:20,"Ben/Rygg 2",52m,"Leg Press",4,65.0,8,0,0,,,
2024-11-29 15:08:20,"Ben/Rygg 2",52m,"Hip Thrust (Barbell)",1,60.0,10,0,0,"",,
2024-11-29 15:08:20,"Ben/Rygg 2",52m,"Hip Thrust (Barbell)",2,70.0,10,0,0,,,
2024-11-29 15:08:20,"Ben/Rygg 2",52m,"Hip Thrust (Barbell)",3,70.0,10,0,0,,,
2024-11-29 15:08:20,"Ben/Rygg 2",52m,"Hip Thrust (Barbell)",4,70.0,10,0,0,,,
2024-12-03 11:55:01,"Ben/Rygg",50m,"Deadlift (Barbell)",1,20.0,10,0,0,"","",
2024-12-03 11:55:01,"Ben/Rygg",50m,"Deadlift (Barbell)",2,50.0,10,0,0,,,
2024-12-03 11:55:01,"Ben/Rygg",50m,"Deadlift (Barbell)",3,60.0,8,0,0,,,
2024-12-03 11:55:01,"Ben/Rygg",50m,"Deadlift (Barbell)",4,60.0,8,0,0,,,
2024-12-03 11:55:01,"Ben/Rygg",50m,"Deadlift (Barbell)",5,60.0,7,0,0,,,
2024-12-03 11:55:01,"Ben/Rygg",50m,"Bulgarian Split Squat",1,30.0,9,0,0,"",,
2024-12-03 11:55:01,"Ben/Rygg",50m,"Bulgarian Split Squat",2,30.0,9,0,0,,,
2024-12-03 11:55:01,"Ben/Rygg",50m,"Bulgarian Split Squat",3,30.0,8,0,0,,,
2024-12-03 11:55:01,"Ben/Rygg",50m,"Hip Thrust (Barbell)",1,60.0,10,0,0,"",,
2024-12-03 11:55:01,"Ben/Rygg",50m,"Hip Thrust (Barbell)",2,75.0,7,0,0,,,
2024-12-03 11:55:01,"Ben/Rygg",50m,"Hip Thrust (Barbell)",3,75.0,8,0,0,,,
2024-12-03 11:55:01,"Ben/Rygg",50m,"Hip Thrust (Barbell)",4,75.0,8,0,0,,,
2024-12-05 15:36:20,"Överkropp",50m,"Bench Press (Dumbbell)",1,8.0,10,0,0,"","",
2024-12-05 15:36:20,"Överkropp",50m,"Bench Press (Dumbbell)",2,10.0,12,0,0,,,
2024-12-05 15:36:20,"Överkropp",50m,"Bench Press (Dumbbell)",3,10.0,13,0,0,,,
2024-12-05 15:36:20,"Överkropp",50m,"Bench Press (Dumbbell)",4,10.0,13,0,0,,,
2024-12-05 15:36:20,"Överkropp",50m,"Bench Press (Dumbbell)",5,10.0,10,0,0,,,
2024-12-05 15:36:20,"Överkropp",50m,"Lat Pulldown (Cable)",1,17.25,10,0,0,"",,
2024-12-05 15:36:20,"Överkropp",50m,"Lat Pulldown (Cable)",2,21.25,7,0,0,,,
2024-12-05 15:36:20,"Överkropp",50m,"Lat Pulldown (Cable)",3,21.25,7,0,0,,,
2024-12-05 15:36:20,"Överkropp",50m,"Lat Pulldown (Cable)",4,21.25,7,0,0,,,
2024-12-05 15:36:20,"Överkropp",50m,"Seated Row (Machine)",1,40.0,10,0,0,"",,
2024-12-05 15:36:20,"Överkropp",50m,"Seated Row (Machine)",2,50.0,9,0,0,,,
2024-12-05 15:36:20,"Överkropp",50m,"Seated Row (Machine)",3,50.0,9,0,0,,,
2024-12-05 15:36:20,"Överkropp",50m,"Seated Row (Machine)",4,50.0,9,0,0,,,
2024-12-05 15:36:20,"Överkropp",50m,"Bicep Curl (Dumbbell)",1,8.0,10,0,0,"",,
2024-12-05 15:36:20,"Överkropp",50m,"Bicep Curl (Dumbbell)",2,8.0,10,0,0,,,
2024-12-05 15:36:20,"Överkropp",50m,"Bicep Curl (Dumbbell)",3,8.0,10,0,0,,,
2024-12-05 15:36:20,"Överkropp",50m,"Lateral Raise (Dumbbell)",1,4.0,8,0,0,"",,
2024-12-05 15:36:20,"Överkropp",50m,"Lateral Raise (Dumbbell)",2,4.0,8,0,0,,,
2024-12-05 15:36:20,"Överkropp",50m,"Lateral Raise (Dumbbell)",3,3.0,8,0,0,,,
2024-12-09 15:32:02,"Ben/Rygg 2",52m,"Romanian Deadlift (Dumbbell)",1,35.0,10,0,0,"","",
2024-12-09 15:32:02,"Ben/Rygg 2",52m,"Romanian Deadlift (Dumbbell)",2,45.0,10,0,0,,,
2024-12-09 15:32:02,"Ben/Rygg 2",52m,"Romanian Deadlift (Dumbbell)",3,50.0,8,0,0,,,
2024-12-09 15:32:02,"Ben/Rygg 2",52m,"Romanian Deadlift (Dumbbell)",4,50.0,8,0,0,,,
2024-12-09 15:32:02,"Ben/Rygg 2",52m,"Romanian Deadlift (Dumbbell)",5,50.0,8,0,0,,,
2024-12-09 15:32:02,"Ben/Rygg 2",52m,"Leg Press",1,50.0,10,0,0,"",,
2024-12-09 15:32:02,"Ben/Rygg 2",52m,"Leg Press",2,60.0,10,0,0,,,
2024-12-09 15:32:02,"Ben/Rygg 2",52m,"Leg Press",3,60.0,10,0,0,,,
2024-12-09 15:32:02,"Ben/Rygg 2",52m,"Leg Press",4,60.0,10,0,0,,,
2024-12-09 15:32:02,"Ben/Rygg 2",52m,"Lying Leg Curl (Machine)",1,30.0,10,0,0,"",,
2024-12-09 15:32:02,"Ben/Rygg 2",52m,"Lying Leg Curl (Machine)",2,30.0,8,0,0,,,
2024-12-09 15:32:02,"Ben/Rygg 2",52m,"Lying Leg Curl (Machine)",3,25.0,10,0,0,,,
2024-12-09 15:32:02,"Ben/Rygg 2",52m,"Lying Leg Curl (Machine)",4,25.0,9,0,0,,,
2024-12-09 15:32:02,"Ben/Rygg 2",52m,"Pull Up (Assisted)",1,14.5,8,0,0,"",,
2024-12-09 15:32:02,"Ben/Rygg 2",52m,"Pull Up (Assisted)",2,14.5,8,0,0,,,
2024-12-09 15:32:02,"Ben/Rygg 2",52m,"Pull Up (Assisted)",3,14.5,8,0,0,,,
2024-12-12 11:32:37,"Överkropp",50m,"Bench Press (Dumbbell)",1,8.0,10,0,0,"","",
2024-12-12 11:32:37,"Överkropp",50m,"Bench Press (Dumbbell)",2,10.0,10,0,0,,,
2024-12-12 11:32:37,"Överkropp",50m,"Bench Press (Dumbbell)",3,12.5,8,0,0,,,
2024-12-12 11:32:37,"Överkropp",50m,"Bench Press (Dumbbell)",4,12.5,7,0,0,,,
2024-12-12 11:32:37,"Överkropp",50m,"Bench Press (Dumbbell)",5,12.5,7,0,0,,,
2024-12-12 11:32:37,"Överkropp",50m,"Lat Pulldown (Cable)",1,17.25,10,0,0,"",,
2024-12-12 11:32:37,"Överkropp",50m,"Lat Pulldown (Cable)",2,21.25,8,0,0,,,
2024-12-12 11:32:37,"Överkropp",50m,"Lat Pulldown (Cable)",3,21.25,8,0,0,,,
2024-12-12 11:32:37,"Överkropp",50m,"Lat Pulldown (Cable)",4,21.25,8,0,0,,,
2024-12-12 11:32:37,"Överkropp",50m,"Seated Row (Machine)",1,40.0,10,0,0,"",,
2024-12-12 11:32:37,"Överkropp",50m,"Seated Row (Machine)",2,50.0,10,0,0,,,
2024-12-12 11:32:37,"Överkropp",50m,"Seated Row (Machine)",3,50.0,9,0,0,,,
2024-12-12 11:32:37,"Överkropp",50m,"Seated Row (Machine)",4,50.0,8,0,0,,,
2024-12-12 11:32:37,"Överkropp",50m,"Bicep Curl (Dumbbell)",1,9.0,7,0,0,"",,
2024-12-12 11:32:37,"Överkropp",50m,"Bicep Curl (Dumbbell)",2,9.0,6,0,0,,,
2024-12-12 11:32:37,"Överkropp",50m,"Bicep Curl (Dumbbell)",3,9.0,6,0,0,,,
2024-12-12 11:32:37,"Överkropp",50m,"Lateral Raise (Dumbbell)",1,3.0,15,0,0,"",,
2024-12-12 11:32:37,"Överkropp",50m,"Lateral Raise (Dumbbell)",2,3.0,15,0,0,,,
2024-12-12 11:32:37,"Överkropp",50m,"Lateral Raise (Dumbbell)",3,3.0,15,0,0,,,
2024-12-15 15:40:43,"Ben/Rygg",69h 15m,"Deadlift (Barbell)",1,20.0,10,0,0,"","",
2024-12-15 15:40:43,"Ben/Rygg",69h 15m,"Deadlift (Barbell)",2,50.0,10,0,0,,,
2024-12-15 15:40:43,"Ben/Rygg",69h 15m,"Deadlift (Barbell)",3,60.0,5,0,0,,,
2024-12-15 15:40:43,"Ben/Rygg",69h 15m,"Deadlift (Barbell)",4,60.0,5,0,0,,,
2024-12-15 15:40:43,"Ben/Rygg",69h 15m,"Deadlift (Barbell)",5,60.0,5,0,0,,,
2024-12-15 15:40:43,"Ben/Rygg",69h 15m,"Leg Extension (Machine)",1,35.0,10,0,0,"",,
2024-12-15 15:40:43,"Ben/Rygg",69h 15m,"Leg Extension (Machine)",2,35.0,8,0,0,,,
2024-12-15 15:40:43,"Ben/Rygg",69h 15m,"Leg Extension (Machine)",3,35.0,8,0,0,,,
2024-12-15 15:40:43,"Ben/Rygg",69h 15m,"Bulgarian Split Squat",1,30.0,8,0,0,"",,
2024-12-15 15:40:43,"Ben/Rygg",69h 15m,"Bulgarian Split Squat",2,30.0,8,0,0,,,
2024-12-15 15:40:43,"Ben/Rygg",69h 15m,"Bulgarian Split Squat",3,30.0,8,0,0,,,
2024-12-15 15:40:43,"Ben/Rygg",69h 15m,"Hip Thrust (Barbell)",1,60.0,10,0,0,"",,
2024-12-15 15:40:43,"Ben/Rygg",69h 15m,"Hip Thrust (Barbell)",2,70.0,10,0,0,,,
2024-12-15 15:40:43,"Ben/Rygg",69h 15m,"Hip Thrust (Barbell)",3,70.0,8,0,0,,,
2024-12-15 15:40:43,"Ben/Rygg",69h 15m,"Hip Thrust (Barbell)",4,70.0,8,0,0,,,
2024-12-18 12:57:38,"Ben/Rygg 2",54m,"Pull Up (Assisted)",1,14.5,10,0,0,"","",
2024-12-18 12:57:38,"Ben/Rygg 2",54m,"Pull Up (Assisted)",2,14.5,9,0,0,,,
2024-12-18 12:57:38,"Ben/Rygg 2",54m,"Pull Up (Assisted)",3,14.5,8,0,0,,,
2024-12-18 12:57:38,"Ben/Rygg 2",54m,"Romanian Deadlift (Dumbbell)",1,30.0,10,0,0,"",,
2024-12-18 12:57:38,"Ben/Rygg 2",54m,"Romanian Deadlift (Dumbbell)",2,40.0,10,0,0,,,
2024-12-18 12:57:38,"Ben/Rygg 2",54m,"Romanian Deadlift (Dumbbell)",3,50.0,8,0,0,,,
2024-12-18 12:57:38,"Ben/Rygg 2",54m,"Romanian Deadlift (Dumbbell)",4,50.0,8,0,0,,,
2024-12-18 12:57:38,"Ben/Rygg 2",54m,"Romanian Deadlift (Dumbbell)",5,50.0,8,0,0,,,
2024-12-18 12:57:38,"Ben/Rygg 2",54m,"Leg Press",1,50.0,10,0,0,"",,
2024-12-18 12:57:38,"Ben/Rygg 2",54m,"Leg Press",2,60.0,10,0,0,,,
2024-12-18 12:57:38,"Ben/Rygg 2",54m,"Leg Press",3,65.0,8,0,0,,,
2024-12-18 12:57:38,"Ben/Rygg 2",54m,"Leg Press",4,65.0,8,0,0,,,
2024-12-18 12:57:38,"Ben/Rygg 2",54m,"Hip Thrust (Barbell)",1,60.0,10,0,0,"",,
2024-12-18 12:57:38,"Ben/Rygg 2",54m,"Hip Thrust (Barbell)",2,70.0,10,0,0,,,
2024-12-18 12:57:38,"Ben/Rygg 2",54m,"Hip Thrust (Barbell)",3,70.0,10,0,0,,,
2024-12-18 12:57:38,"Ben/Rygg 2",54m,"Hip Thrust (Barbell)",4,70.0,10,0,0,,,
2024-12-21 15:51:21,"Ben/Rygg",53h 30m,"Deadlift (Barbell)",1,20.0,10,0,0,"","",
2024-12-21 15:51:21,"Ben/Rygg",53h 30m,"Deadlift (Barbell)",2,50.0,10,0,0,,,
2024-12-21 15:51:21,"Ben/Rygg",53h 30m,"Deadlift (Barbell)",3,60.0,6,0,0,,,
2024-12-21 15:51:21,"Ben/Rygg",53h 30m,"Deadlift (Barbell)",4,60.0,6,0,0,,,
2024-12-21 15:51:21,"Ben/Rygg",53h 30m,"Deadlift (Barbell)",5,60.0,6,0,0,,,
2024-12-21 15:51:21,"Ben/Rygg",53h 30m,"Back Extension",1,15.0,10,0,0,"",,
2024-12-21 15:51:21,"Ben/Rygg",53h 30m,"Back Extension",2,15.0,8,0,0,,,
2024-12-21 15:51:21,"Ben/Rygg",53h 30m,"Back Extension",3,10.0,10,0,0,,,
2024-12-21 15:51:21,"Ben/Rygg",53h 30m,"Bulgarian Split Squat",1,30.0,8,0,0,"",,
2024-12-21 15:51:21,"Ben/Rygg",53h 30m,"Bulgarian Split Squat",2,30.0,8,0,0,,,
2024-12-21 15:51:21,"Ben/Rygg",53h 30m,"Bulgarian Split Squat",3,30.0,8,0,0,,,
2024-12-21 15:51:21,"Ben/Rygg",53h 30m,"Leg Press",1,50.0,10,0,0,"",,
2024-12-21 15:51:21,"Ben/Rygg",53h 30m,"Leg Press",2,65.0,8,0,0,,,
2024-12-21 15:51:21,"Ben/Rygg",53h 30m,"Leg Press",3,65.0,8,0,0,,,
2024-12-21 15:51:21,"Ben/Rygg",53h 30m,"Leg Press",4,65.0,8,0,0,,,
